SalesOrderLineKey,ResellerKey,CustomerKey,ProductKey,OrderDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Unit Price Discount Pct,Product Standard Cost
45044003,511,-1,334,20180107,4,2,419.4589,0,413.1463
45059002,491,-1,322,20180117,4,2,419.4589,0,413.1463
45059005,491,-1,328,20180117,4,2,419.4589,0,413.1463
45059010,491,-1,338,20180117,4,2,419.4589,0,413.1463
45059014,491,-1,330,20180117,4,2,419.4589,0,413.1463
45059015,491,-1,336,20180117,4,2,419.4589,0,413.1463
45060001,203,-1,326,20180118,4,2,419.4589,0,413.1463
45060004,203,-1,320,20180118,4,2,419.4589,0,413.1463
45060013,203,-1,340,20180118,4,2,419.4589,0,413.1463
45060014,203,-1,330,20180118,4,2,419.4589,0,413.1463
45060015,203,-1,324,20180118,4,2,419.4589,0,413.1463
45070005,166,-1,338,20180125,4,2,419.4589,0,413.1463
45070008,166,-1,332,20180125,4,2,419.4589,0,413.1463
45070017,166,-1,330,20180125,4,2,419.4589,0,413.1463
45072001,292,-1,328,20180127,4,2,419.4589,0,413.1463
45072002,292,-1,332,20180127,4,2,419.4589,0,413.1463
45074002,221,-1,326,20180128,4,2,419.4589,0,413.1463
45074004,221,-1,322,20180128,4,2,419.4589,0,413.1463
45074013,221,-1,328,20180128,4,2,419.4589,0,413.1463
45074014,221,-1,332,20180128,4,2,419.4589,0,413.1463
45074016,221,-1,330,20180128,4,2,419.4589,0,413.1463
45286002,259,-1,324,20180203,4,2,419.4589,0,413.1463
45286003,259,-1,342,20180203,4,2,419.4589,0,413.1463
45299014,240,-1,336,20180207,4,2,419.4589,0,413.1463
45299018,240,-1,322,20180207,4,2,419.4589,0,413.1463
45301003,78,-1,322,20180207,4,2,419.4589,0,413.1463
45301013,78,-1,326,20180207,4,2,419.4589,0,413.1463
45301024,78,-1,330,20180207,4,2,419.4589,0,413.1463
45317001,167,-1,332,20180210,4,2,419.4589,0,413.1463
45317008,167,-1,338,20180210,4,2,419.4589,0,413.1463
45322001,256,-1,332,20180212,4,2,419.4589,0,413.1463
45322006,256,-1,322,20180212,4,2,419.4589,0,413.1463
45324001,528,-1,324,20180212,4,2,419.4589,0,413.1463
45332002,255,-1,322,20180214,4,2,419.4589,0,413.1463
45332004,255,-1,332,20180214,4,2,419.4589,0,413.1463
45332006,255,-1,340,20180214,4,2,419.4589,0,413.1463
45332008,255,-1,338,20180214,4,2,419.4589,0,413.1463
45332011,255,-1,320,20180214,4,2,419.4589,0,413.1463
45332013,255,-1,324,20180214,4,2,419.4589,0,413.1463
45339003,403,-1,336,20180216,4,2,419.4589,0,413.1463
45339004,403,-1,338,20180216,4,2,419.4589,0,413.1463
45339010,403,-1,332,20180216,4,2,419.4589,0,413.1463
45339019,403,-1,342,20180216,4,2,419.4589,0,413.1463
45516004,647,-1,328,20180216,4,2,419.4589,0,413.1463
45531004,114,-1,322,20180218,4,2,419.4589,0,413.1463
45531005,114,-1,328,20180218,4,2,419.4589,0,413.1463
45532003,417,-1,328,20180218,4,2,419.4589,0,413.1463
45532004,417,-1,326,20180218,4,2,419.4589,0,413.1463
45532011,417,-1,342,20180218,4,2,419.4589,0,413.1463
45535005,93,-1,332,20180219,4,2,419.4589,0,413.1463
45535010,93,-1,342,20180219,4,2,419.4589,0,413.1463
45535012,93,-1,328,20180219,4,2,419.4589,0,413.1463
45535015,93,-1,330,20180219,4,2,419.4589,0,413.1463
45535016,93,-1,322,20180219,4,2,419.4589,0,413.1463
45536013,273,-1,330,20180219,4,2,419.4589,0,413.1463
45548006,365,-1,326,20180221,4,2,419.4589,0,413.1463
45784003,511,-1,334,20180403,4,2,419.4589,0,413.1463
45798005,203,-1,334,20180415,4,2,419.4589,0,413.1463
45799021,491,-1,332,20180419,4,2,419.4589,0,413.1463
45810002,166,-1,332,20180426,4,2,419.4589,0,413.1463
45810005,166,-1,324,20180426,4,2,419.4589,0,413.1463
45810016,166,-1,334,20180426,4,2,419.4589,0,413.1463
45811002,292,-1,326,20180426,4,2,419.4589,0,413.1463
46049005,328,-1,338,20180509,4,2,419.4589,0,413.1463
46049018,328,-1,326,20180509,4,2,419.4589,0,413.1463
46049027,328,-1,320,20180509,4,2,419.4589,0,413.1463
46057021,78,-1,334,20180512,4,2,419.4589,0,413.1463
46058025,240,-1,330,20180512,4,2,419.4589,0,413.1463
46076016,167,-1,334,20180521,4,2,419.4589,0,413.1463
46076023,167,-1,328,20180521,4,2,419.4589,0,413.1463
46076030,167,-1,324,20180521,4,2,419.4589,0,413.1463
46084002,313,-1,322,20180524,4,2,419.4589,0,413.1463
46085002,528,-1,332,20180524,4,2,419.4589,0,413.1463
46093005,255,-1,330,20180527,4,2,419.4589,0,413.1463
46093006,255,-1,320,20180527,4,2,419.4589,0,413.1463
46101017,403,-1,324,20180529,4,2,419.4589,0,413.1463
46101024,403,-1,322,20180529,4,2,419.4589,0,413.1463
46338008,417,-1,332,20180608,4,2,419.4589,0,413.1463
46339001,114,-1,326,20180608,4,2,419.4589,0,413.1463
46339002,114,-1,324,20180608,4,2,419.4589,0,413.1463
46339003,114,-1,328,20180608,4,2,419.4589,0,413.1463
46340003,580,-1,342,20180609,4,2,419.4589,0,413.1463
46341001,93,-1,322,20180610,4,2,419.4589,0,413.1463
46341007,93,-1,338,20180610,4,2,419.4589,0,413.1463
46341017,93,-1,330,20180610,4,2,419.4589,0,413.1463
46343006,273,-1,340,20180610,4,2,419.4589,0,413.1463
46343011,273,-1,342,20180610,4,2,419.4589,0,413.1463
46343017,273,-1,332,20180610,4,2,419.4589,0,413.1463
46343020,273,-1,328,20180610,4,2,419.4589,0,413.1463
46355002,647,-1,340,20180614,4,2,419.4589,0,413.1463
46355005,647,-1,322,20180614,4,2,419.4589,0,413.1463
46357005,365,-1,322,20180615,4,2,419.4589,0,413.1463
46366001,674,-1,322,20180623,4,2,419.4589,0,413.1463
46366004,674,-1,326,20180623,4,2,419.4589,0,413.1463
46366006,674,-1,342,20180623,4,2,419.4589,0,413.1463
46377003,3,-1,334,20180626,4,2,419.4589,0,413.1463
46377006,3,-1,338,20180626,4,2,419.4589,0,413.1463
46377011,3,-1,330,20180626,4,2,419.4589,0,413.1463
46377013,3,-1,332,20180626,4,2,419.4589,0,413.1463
46638001,203,-1,333,20180718,4,2,469.794,0,486.7066
46638002,203,-1,325,20180718,4,2,469.794,0,486.7066
46642010,4,-1,321,20180720,4,2,469.794,0,486.7066
46642011,4,-1,323,20180720,4,2,469.794,0,486.7066
46642012,4,-1,325,20180720,4,2,469.794,0,486.7066
46660022,166,-1,321,20180726,4,2,469.794,0,486.7066
46660029,166,-1,331,20180726,4,2,469.794,0,486.7066
46663009,292,-1,323,20180727,4,2,469.794,0,486.7066
46668005,221,-1,335,20180729,4,2,469.794,0,486.7066
46675001,41,-1,329,20180731,4,2,469.794,0,486.7066
46960019,259,-1,333,20180808,4,2,469.794,0,486.7066
46964003,328,-1,341,20180809,4,2,469.794,0,486.7066
46964025,328,-1,339,20180809,4,2,469.794,0,486.7066
46965003,77,-1,325,20180809,4,2,469.794,0,486.7066
46965018,77,-1,333,20180809,4,2,469.794,0,486.7066
46970002,258,-1,339,20180810,4,2,469.794,0,486.7066
46970008,258,-1,323,20180810,4,2,469.794,0,486.7066
46970034,258,-1,335,20180810,4,2,469.794,0,486.7066
46988047,78,-1,339,20180815,4,2,469.794,0,486.7066
46988049,78,-1,337,20180815,4,2,469.794,0,486.7066
46992024,97,-1,337,20180816,4,2,469.794,0,486.7066
46992048,97,-1,343,20180816,4,2,469.794,0,486.7066
47016002,529,-1,341,20180821,4,2,469.794,0,486.7066
47016004,529,-1,337,20180821,4,2,469.794,0,486.7066
47018022,167,-1,323,20180822,4,2,469.794,0,486.7066
47034021,257,-1,337,20180825,4,2,469.794,0,486.7066
47056014,403,-1,337,20180829,4,2,469.794,0,486.7066
47056040,403,-1,321,20180829,4,2,469.794,0,486.7066
47056055,403,-1,323,20180829,4,2,469.794,0,486.7066
47355006,24,-1,329,20180902,4,2,469.794,0,486.7066
47355010,24,-1,341,20180902,4,2,469.794,0,486.7066
47355024,24,-1,331,20180902,4,2,469.794,0,486.7066
47369017,239,-1,337,20180905,4,2,469.794,0,486.7066
47372015,649,-1,329,20180907,4,2,469.794,0,486.7066
47404001,647,-1,341,20180915,4,2,469.794,0,486.7066
47422032,130,-1,325,20180920,4,2,469.794,0,486.7066
47423003,165,-1,325,20180922,4,2,469.794,0,486.7066
47436004,5,-1,333,20180924,4,2,469.794,0,486.7066
47439033,3,-1,335,20180925,4,2,469.794,0,486.7066
47658009,4,-1,331,20181001,4,2,469.794,0,486.7066
47658011,4,-1,323,20181001,4,2,469.794,0,486.7066
47658012,4,-1,325,20181001,4,2,469.794,0,486.7066
47687009,203,-1,333,20181012,4,2,469.794,0,486.7066
47687033,203,-1,341,20181012,4,2,469.794,0,486.7066
47687036,203,-1,339,20181012,4,2,469.794,0,486.7066
47692008,41,-1,329,20181016,4,2,469.794,0,486.7066
47715001,292,-1,325,20181023,4,2,469.794,0,486.7066
47720002,221,-1,325,20181026,4,2,469.794,0,486.7066
47984006,259,-1,323,20181106,4,2,469.794,0,486.7066
47989009,77,-1,327,20181107,4,2,469.794,0,486.7066
47990010,328,-1,337,20181108,4,2,469.794,0,486.7066
47990024,328,-1,341,20181108,4,2,469.794,0,486.7066
47994001,258,-1,333,20181108,4,2,469.794,0,486.7066
47994002,258,-1,327,20181108,4,2,469.794,0,486.7066
47994007,258,-1,329,20181108,4,2,469.794,0,486.7066
47994009,258,-1,331,20181108,4,2,469.794,0,486.7066
47994030,258,-1,323,20181108,4,2,469.794,0,486.7066
48012016,78,-1,335,20181113,4,2,469.794,0,486.7066
48016001,97,-1,341,20181114,4,2,469.794,0,486.7066
48016028,97,-1,337,20181114,4,2,469.794,0,486.7066
48016029,97,-1,343,20181114,4,2,469.794,0,486.7066
48016032,97,-1,333,20181114,4,2,469.794,0,486.7066
48041001,529,-1,341,20181119,4,2,469.794,0,486.7066
48043017,167,-1,339,20181119,4,2,469.794,0,486.7066
48043030,167,-1,333,20181119,4,2,469.794,0,486.7066
48048040,436,-1,337,20181119,4,2,469.794,0,486.7066
48048048,436,-1,343,20181119,4,2,469.794,0,486.7066
48054003,313,-1,343,20181121,4,2,469.794,0,486.7066
48056001,257,-1,331,20181121,4,2,469.794,0,486.7066
48056017,257,-1,333,20181121,4,2,469.794,0,486.7066
48056027,257,-1,335,20181121,4,2,469.794,0,486.7066
48080010,403,-1,323,20181127,4,2,469.794,0,486.7066
48080011,403,-1,331,20181127,4,2,469.794,0,486.7066
48080045,403,-1,329,20181127,4,2,469.794,0,486.7066
48295020,24,-1,325,20181204,4,2,469.794,0,486.7066
48311012,239,-1,331,20181208,4,2,469.794,0,486.7066
48311047,239,-1,333,20181208,4,2,469.794,0,486.7066
48314005,649,-1,329,20181210,4,2,469.794,0,486.7066
48363021,130,-1,343,20181220,4,2,469.794,0,486.7066
48363041,130,-1,325,20181220,4,2,469.794,0,486.7066
48364004,165,-1,325,20181220,4,2,469.794,0,486.7066
48374003,5,-1,329,20181223,4,2,469.794,0,486.7066
48374004,5,-1,343,20181223,4,2,469.794,0,486.7066
48374005,5,-1,333,20181223,4,2,469.794,0,486.7066
48378002,3,-1,323,20181225,4,2,469.794,0,486.7066
48378018,3,-1,333,20181225,4,2,469.794,0,486.7066
45074012,221,-1,220,20180128,4,2,20.1865,0,12.0278
45334006,309,-1,220,20180215,4,2,20.1865,0,12.0278
