SalesOrderLineKey,ResellerKey,CustomerKey,ProductKey,OrderDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Unit Price Discount Pct,Product Standard Cost
63313001,-1,16677,477,20200101,4,1,4.99,0,1.8663
63342002,-1,15388,477,20200101,4,1,4.99,0,1.8663
63352003,-1,26091,477,20200101,4,1,4.99,0,1.8663
63355003,-1,23058,477,20200101,4,1,4.99,0,1.8663
63381001,-1,17507,477,20200102,4,1,4.99,0,1.8663
63384001,-1,18069,477,20200102,4,1,4.99,0,1.8663
63412002,-1,23287,477,20200102,4,1,4.99,0,1.8663
63413003,-1,22999,477,20200102,4,1,4.99,0,1.8663
63452001,-1,17155,477,20200103,4,1,4.99,0,1.8663
63467003,-1,12029,477,20200103,4,1,4.99,0,1.8663
63473002,-1,15345,477,20200103,4,1,4.99,0,1.8663
63487002,-1,24770,477,20200103,4,1,4.99,0,1.8663
63489002,-1,23270,477,20200103,4,1,4.99,0,1.8663
63519002,-1,21767,477,20200104,4,1,4.99,0,1.8663
63521001,-1,18417,477,20200104,4,1,4.99,0,1.8663
63522001,-1,16905,477,20200104,4,1,4.99,0,1.8663
63533003,-1,12755,477,20200104,4,1,4.99,0,1.8663
63543002,-1,23081,477,20200104,4,1,4.99,0,1.8663
63574002,-1,20533,477,20200105,4,1,4.99,0,1.8663
63599004,-1,15349,477,20200105,4,1,4.99,0,1.8663
63648001,-1,17598,477,20200106,4,1,4.99,0,1.8663
63680003,-1,24738,477,20200106,4,1,4.99,0,1.8663
63708002,-1,22070,477,20200107,4,1,4.99,0,1.8663
63710002,-1,21243,477,20200107,4,1,4.99,0,1.8663
63712001,-1,18473,477,20200107,4,1,4.99,0,1.8663
63741003,-1,26114,477,20200107,4,1,4.99,0,1.8663
63777002,-1,21164,477,20200108,4,1,4.99,0,1.8663
63778002,-1,21463,477,20200108,4,1,4.99,0,1.8663
63781001,-1,20094,477,20200108,4,1,4.99,0,1.8663
63782001,-1,17172,477,20200108,4,1,4.99,0,1.8663
63807003,-1,23356,477,20200108,4,1,4.99,0,1.8663
63812003,-1,17660,477,20200108,4,1,4.99,0,1.8663
63813003,-1,17568,477,20200108,4,1,4.99,0,1.8663
63844002,-1,23271,477,20200109,4,1,4.99,0,1.8663
63847001,-1,17602,477,20200109,4,1,4.99,0,1.8663
63903001,-1,17440,477,20200110,4,1,4.99,0,1.8663
63969002,-1,13858,477,20200111,4,1,4.99,0,1.8663
63998002,-1,11962,477,20200112,4,1,4.99,0,1.8663
64038004,-1,15404,477,20200112,4,1,4.99,0,1.8663
64043004,-1,24754,477,20200112,4,1,4.99,0,1.8663
64045003,-1,23047,477,20200112,4,1,4.99,0,1.8663
64099002,-1,13215,477,20200113,4,1,4.99,0,1.8663
64137002,-1,21338,477,20200114,4,1,4.99,0,1.8663
64153002,-1,12952,477,20200114,4,1,4.99,0,1.8663
64199002,-1,20518,477,20200115,4,1,4.99,0,1.8663
64214003,-1,15995,477,20200115,4,1,4.99,0,1.8663
64238002,-1,23035,477,20200115,4,1,4.99,0,1.8663
64266002,-1,20542,477,20200116,4,1,4.99,0,1.8663
64281004,-1,15365,477,20200116,4,1,4.99,0,1.8663
64328001,-1,18343,477,20200117,4,1,4.99,0,1.8663
64370003,-1,23358,477,20200117,4,1,4.99,0,1.8663
64378001,-1,11982,477,20200118,4,1,4.99,0,1.8663
64401001,-1,16900,477,20200118,4,1,4.99,0,1.8663
64422003,-1,16752,477,20200118,4,1,4.99,0,1.8663
64425003,-1,19749,477,20200118,4,1,4.99,0,1.8663
64484001,-1,17525,477,20200119,4,1,4.99,0,1.8663
64514003,-1,23033,477,20200119,4,1,4.99,0,1.8663
64552001,-1,21433,477,20200120,4,1,4.99,0,1.8663
64587002,-1,15203,477,20200120,4,1,4.99,0,1.8663
64588004,-1,15280,477,20200120,4,1,4.99,0,1.8663
64604002,-1,24756,477,20200120,4,1,4.99,0,1.8663
64606003,-1,20657,477,20200120,4,1,4.99,0,1.8663
64637001,-1,20105,477,20200121,4,1,4.99,0,1.8663
64666003,-1,26107,477,20200121,4,1,4.99,0,1.8663
64722003,-1,26089,477,20200122,4,1,4.99,0,1.8663
64723002,-1,26319,477,20200122,4,1,4.99,0,1.8663
64779002,-1,26097,477,20200123,4,1,4.99,0,1.8663
64812002,-1,21751,477,20200124,4,1,4.99,0,1.8663
